Category,ProductColor,Gender,AgeGroup,Season,Year,predicted_quantity
Masculine,LILAC,F,65+,Spring,2025,51.66401
Masculine,MUSTARD,F,65+,Spring,2025,48.210583
Children,GOLD,M,51-65,Spring,2025,47.671074
Children,BURGUNDY,M,0-18,Spring,2025,47.626816
Feminine,NEUTRAL,M,65+,Spring,2025,47.215034
Feminine,YELLOW,F,65+,Spring,2025,46.852657
Masculine,BLUE,M,65+,Spring,2025,44.86351
Masculine,SILVER,M,65+,Spring,2025,44.40841
Masculine,BLACK,F,65+,Spring,2025,44.142803
Feminine,BLACK,F,65+,Spring,2025,43.80009
Masculine,NEUTRAL,F,65+,Spring,2025,42.57853
Masculine,Unknown,D,26-35,Spring,2025,42.386086
Feminine,WHITE,M,65+,Spring,2025,41.07461
Feminine,LILAC,F,65+,Spring,2025,40.960285
Masculine,RED,M,65+,Spring,2025,40.560883
Feminine,YELLOW,M,65+,Spring,2025,39.19385
Feminine,BLUE,F,65+,Spring,2025,38.229973
Feminine,PINK,F,65+,Spring,2025,37.15636
Children,BURGUNDY,M,51-65,Spring,2025,37.138058
Feminine,SILVER,F,65+,Spring,2025,36.892006
Feminine,TURQUOISE,F,65+,Spring,2025,36.04639
Feminine,RED,F,65+,Spring,2025,35.778522
Masculine,LILAC,M,65+,Spring,2025,35.680965
Feminine,GREEN,F,65+,Spring,2025,35.418095
Feminine,BLUE,M,65+,Spring,2025,35.387432
Feminine,BEIGE,F,65+,Spring,2025,34.569473
Masculine,GREEN,F,65+,Spring,2025,34.054066
Feminine,BLACK,M,65+,Spring,2025,33.324577
Feminine,LILAC,M,65+,Spring,2025,32.932785
Masculine,NEUTRAL,M,65+,Spring,2025,31.657948
Masculine,BLACK,M,65+,Spring,2025,30.850908
Masculine,MUSTARD,M,65+,Spring,2025,30.552563
Masculine,BEIGE,F,65+,Spring,2025,29.960812
Masculine,YELLOW,F,65+,Spring,2025,29.920517
Feminine,GREEN,M,65+,Spring,2025,29.574438
Feminine,SILVER,M,65+,Spring,2025,29.327482
Feminine,MUSTARD,F,65+,Spring,2025,28.943521
Masculine,PINK,F,65+,Spring,2025,28.855995
Feminine,TURQUOISE,M,65+,Spring,2025,28.222986
Masculine,WHITE,M,65+,Spring,2025,28.027845
Masculine,WHITE,F,65+,Spring,2025,27.867401
Children,LILAC,F,65+,Spring,2025,27.143457
Feminine,RED,M,65+,Spring,2025,26.41861
Children,WHITE,F,65+,Spring,2025,26.26649
Masculine,GREEN,M,65+,Spring,2025,25.68314
Children,NEUTRAL,F,65+,Spring,2025,25.622507
Feminine,Unknown,D,51-65,Spring,2025,25.397789
Children,PINK,F,65+,Spring,2025,25.286718
Children,BLACK,F,65+,Spring,2025,25.20171
Children,LILAC,M,65+,Spring,2025,24.34603
Feminine,GOLD,F,65+,Spring,2025,23.899866
Masculine,GOLD,F,65+,Spring,2025,22.301916
Children,Unknown,D,19-25,Spring,2025,21.727114
Children,MUSTARD,F,65+,Spring,2025,21.644615
Children,NEUTRAL,M,65+,Spring,2025,21.125105
Masculine,BEIGE,M,65+,Spring,2025,20.674929
Children,YELLOW,F,65+,Spring,2025,20.660313
Children,SILVER,F,65+,Spring,2025,20.115248
Masculine,PINK,M,65+,Spring,2025,19.831165
Masculine,BURGUNDY,M,65+,Spring,2025,19.648054
Masculine,YELLOW,M,65+,Spring,2025,19.430899
Children,WHITE,M,65+,Spring,2025,19.03088
Feminine,BEIGE,M,65+,Spring,2025,18.602087
Feminine,PINK,M,65+,Spring,2025,18.359835
Masculine,BURGUNDY,F,65+,Spring,2025,17.50249
Feminine,MUSTARD,M,65+,Spring,2025,16.82951
Feminine,GOLD,M,65+,Spring,2025,16.62003
Children,BLACK,M,65+,Spring,2025,16.168093
Feminine,BURGUNDY,F,65+,Spring,2025,15.9294
Masculine,GOLD,M,65+,Spring,2025,15.831956
Masculine,Unknown,D,0-18,Spring,2025,15.647559
Masculine,Unknown,D,51-65,Spring,2025,14.75804
Children,BLUE,F,65+,Spring,2025,14.676214
Children,MUSTARD,M,65+,Spring,2025,14.668128
Children,RED,F,65+,Spring,2025,14.408477
Children,BEIGE,F,65+,Spring,2025,14.177465
Children,SILVER,M,65+,Spring,2025,14.073173
Children,RED,M,65+,Spring,2025,14.047606
Feminine,Unknown,D,0-18,Spring,2025,13.564969
Children,PINK,M,65+,Spring,2025,12.790414
Children,TURQUOISE,M,65+,Spring,2025,12.769869
Children,GREEN,M,65+,Spring,2025,12.718324
Children,BURGUNDY,M,65+,Spring,2025,10.293451
Children,Unknown,D,36-50,Spring,2025,10.136225
Children,GREEN,F,65+,Spring,2025,9.679864
Children,BLUE,M,65+,Spring,2025,9.422911
Feminine,BLACK,D,36-50,Spring,2024,8.952318
Children,TURQUOISE,F,65+,Spring,2025,8.726105
Feminine,BLUE,D,19-25,Spring,2024,7.039433
Children,YELLOW,M,65+,Spring,2025,6.8435507
Children,BEIGE,M,65+,Spring,2025,6.1499987
Children,Unknown,D,51-65,Spring,2025,5.225365
Children,BURGUNDY,F,65+,Spring,2025,4.899315
Feminine,TURQUOISE,D,19-25,Spring,2025,4.750507
Masculine,SILVER,D,19-25,Spring,2025,4.515779
Masculine,MUSTARD,D,19-25,Spring,2025,4.373536
Children,GOLD,F,65+,Spring,2025,4.266577
Children,Unknown,D,26-35,Spring,2025,4.1077003
Masculine,BLUE,D,26-35,Winter,2024,4.0951753
Children,GOLD,M,65+,Spring,2025,4.0001755
Masculine,YELLOW,D,19-25,Summer,2024,3.944789
Masculine,TURQUOISE,D,26-35,Spring,2025,3.9192955
Masculine,PINK,D,19-25,Spring,2025,3.7353258
Feminine,RED,D,19-25,Winter,2024,3.6524913
Masculine,BLACK,D,19-25,Summer,2024,3.593343
Masculine,TURQUOISE,D,0-18,Spring,2025,3.4157991
Feminine,TURQUOISE,D,26-35,Fall,2024,3.385206
Masculine,BLUE,D,19-25,Fall,2024,3.373113
Feminine,RED,D,26-35,Spring,2025,3.3221664
Masculine,NEUTRAL,D,19-25,Spring,2025,3.1539936
Feminine,PINK,D,19-25,Fall,2024,3.0561097
Feminine,GOLD,D,19-25,Winter,2024,2.9901536
Masculine,BLACK,D,36-50,Fall,2024,2.825806
Masculine,MUSTARD,D,51-65,Fall,2024,2.6819584
Feminine,WHITE,D,19-25,Spring,2025,2.351508
Masculine,WHITE,D,19-25,Spring,2025,2.2337208
Feminine,LILAC,D,26-35,Spring,2024,1.9723378
Masculine,TURQUOISE,D,19-25,Spring,2025,1.9311149
Masculine,WHITE,D,36-50,Spring,2025,1.9099942
Feminine,NEUTRAL,D,19-25,Spring,2024,1.9036105
Feminine,YELLOW,D,26-35,Winter,2024,1.8652607
Feminine,YELLOW,D,36-50,Spring,2025,1.7568932
Feminine,BEIGE,D,36-50,Spring,2025,1.7336646
Masculine,BURGUNDY,D,36-50,Spring,2025,1.6571957
Masculine,WHITE,D,26-35,Spring,2025,1.5262825
Masculine,BEIGE,D,19-25,Fall,2024,1.5093879
Feminine,BEIGE,D,19-25,Spring,2025,1.4828551
Children,BLACK,D,26-35,Summer,2024,1.4665169
Feminine,MUSTARD,D,19-25,Winter,2024,1.4395094
Masculine,LILAC,D,36-50,Spring,2025,1.3583746
Feminine,RED,D,36-50,Spring,2025,1.1123995
Masculine,NEUTRAL,D,26-35,Spring,2025,1.0586848
Feminine,LILAC,D,19-25,Spring,2025,1.0236793
Masculine,MUSTARD,D,26-35,Spring,2024,0.54405034
